연번,인허가기관,시도,시군구,업체명,소재지,대표전화,업종,처리방법
287,낙동강유역환경청,경상남도,창원시,현대케미칼,경상남도 창원시 의창구 의창대로54번길 14-14,055-268-6267,수집·운반업,수집·운반
288,낙동강유역환경청,경상남도,창원시,(주)그린에코텍,경남 창원시 성산구 정동로162번길 57 3층 3-3호,055-261-3363,수집·운반업,수집·운반
289,낙동강유역환경청,경상남도,창원시,그린나래,"경남 창원시 의창구 차상로72번길 5-3, 4층",0552960371,수집·운반업,수집·운반
290,낙동강유역환경청,경상남도,함안군,태경환경(함안),경남 함안군 칠서면 대부로 460-1,055-586-0433,수집·운반업,수집·운반
291,낙동강유역환경청,경상남도,함안군,경상환경energy,경남 함안군 칠원면 운서리988-3,055-586-4016,수집·운반업,수집·운반
292,낙동강유역환경청,경상남도,함안군,(주)지에스로직스,경상남도 함안군 법수면 장백로 485-7,055-582-6913,수집·운반업,수집·운반
293,낙동강유역환경청,경상남도,함안군,제이엠에너지,경남 함안군 칠서면용성리 418-4,055-586-5805,수집·운반업,수집·운반
294,낙동강유역환경청,경상남도,함안군,(주)승현알엔티,경남 함안군 대산면 부목리205-8,0552514490,수집·운반업,수집·운반
295,낙동강유역환경청,경상남도,함안군,(주)새나라환경(운반),경남 함안군 칠원읍 동대이길 221,055-251-9898,수집·운반업,수집·운반
296,낙동강유역환경청,경상남도,양산시,철당(주),경남 양산시 산막동 314-5,055-362-1704,수집·운반업,수집·운반
297,낙동강유역환경청,경상남도,김해시,(주)오엔이(ONE),경남 김해시 한림면 안곡로 316-11,055-336-9720,수집·운반업,수집·운반
298,낙동강유역환경청,경상남도,김해시,(주)동방금속,경남 양산시 상북면 소토2길 28(258-7),055-374-5501,수집·운반업,수집·운반
299,낙동강유역환경청,경상남도,양산시,(주)엔이텍크,"경남 양산시 물금읍 새실로159
E동 108-1(나래메트로시티)",051-362-1102,수집·운반업,수집·운반
300,낙동강유역환경청,경상남도,양산시,(주)광동산업,경남 양산시 상북면 율리길 47-22,055-375-5552,수집·운반업,수집·운반
301,낙동강유역환경청,경상남도,양산시,보원에코,"경남 양산시 동면 금오4길 43-15, 202호",,수집·운반업,수집·운반
302,낙동강유역환경청,경상남도,함안군,(주)태종기업,경남 함안군 군북면 삼봉로 142,055-584-0282,수집·운반업,수집·운반
303,금강유역환경청,대전광역시,대덕구,유정석면환경(주),대전광역시 대덕구 덕암로154번길 13 1층,042-936-6577,수집·운반업,수집·운반
304,금강유역환경청,대전광역시,대덕구,아프로(주),대전 대덕구 평촌동274-1,042-933-8903,수집·운반업,수집·운반
305,금강유역환경청,대전광역시,대덕구,(주)한사랑산업보건연구소,"대전 대덕구 덕암로182번길 9, 2층",042-936-0125,수집·운반업,수집·운반
306,금강유역환경청,대전광역시,대덕구,(주)동양환경,대전 대덕구 문평동로48번길 125,042-933-0450,수집·운반업,수집·운반
307,금강유역환경청,대전광역시,대덕구,(유)세광,대전 대덕구 아리랑로 55번길 52,042-625-9211,수집·운반업,수집·운반
308,금강유역환경청,대전광역시,대덕구,대룡환경산업(주),대전 대덕구 평촌동61-2,042-625-7136,수집·운반업,수집·운반
309,금강유역환경청,대전광역시,대덕구,성진환경(주),"대전광역시 대덕구 신일동로17번길 5, 704-1호",042-934-9687,수집·운반업,수집·운반
310,금강유역환경청,대전광역시,동구,(주)성창환경산업,대전광역시 동구 대전로340번길 20 상가2동 101호,070-8625-2700,수집·운반업,수집·운반
311,금강유역환경청,대전광역시,서구,대신산업개발(주),대전 서구 유등로 509-4,042-521-9300,수집·운반업,수집·운반
312,금강유역환경청,대전광역시,서구,대전환경산업(주),"대전 서구 월평동월드컵대로484번길 187-27, 202호",042-223-2255,수집·운반업,수집·운반
313,금강유역환경청,대전광역시,유성구,유영산업(주),대전 유성구 관평동테크노중앙로 72 대덕신대륙프라자 504호,042-934-6653,수집·운반업,수집·운반
314,금강유역환경청,대전광역시,유성구,(주)청정함,대전 유성구 복용로40번길 9 1층,042-546-8881,수집·운반업,수집·운반
315,금강유역환경청,대전광역시,중구,주식회사 여강산업,대전광역시 중구 보문산로227번안길 26,042-863-5112,수집·운반업,수집·운반
316,금강유역환경청,대전광역시,중구,디에스산업,대전 중구 안영동642-5,042-583-6600,수집·운반업,수집·운반
317,금강유역환경청,대전광역시,유성구,대한환경산업(주),"대전 유성구 문화원로 131, 204호 (봉명동, 투유2)",042-531-8500,수집·운반업,수집·운반
318,금강유역환경청,대전광역시,유성구,(주)스마트환경건설,대전광역시 중구 계백로 1578,042-528-3844,수집·운반업,수집·운반
319,금강유역환경청,대전광역시,대덕구,태전환경(주),"대전 대덕구 신일동로17번길 5, 701호 (신일동, 테크노시티빌딩)",042-626-7640,수집·운반업,수집·운반
320,금강유역환경청,세종특별자치시,세종특별자치시,한국석유관리원,"(사무실)경기 성남시 분당구 안양판교로 1207(백현동)
(주차장)세종 조치원읍 세종로 2178",031-789-0376,수집·운반업,수집·운반
321,금강유역환경청,세종특별자치시,세종특별자치시,유림환경(합),세종특별자치시 부강면 연청로 745-46 중부복합물류 관리동 202호,044-863-8095,수집·운반업,수집·운반
322,금강유역환경청,세종특별자치시,세종특별자치시,(주)대청이앤지(지정),충남 연기군 조치원읍 침산리89 욱일아파트상가동 304-2호,044-868-6666,수집·운반업,수집·운반
323,금강유역환경청,세종특별자치시,세종특별자치시,(주)강우이앤이,세종특별자치시 조치원읍 내창3길 19 202호,044-415-1888,수집·운반업,수집·운반
324,금강유역환경청,충청북도,옥천군,(주)충청환경,충북 옥천군 청산면 인정리962번지,043-731-1797,수집·운반업,수집·운반
325,금강유역환경청,충청북도,진천군,(주)디와이솔루션-지정운반,충북 진천군 문백면 문진로 320-65,043-537-6541,수집·운반업,수집·운반
326,금강유역환경청,충청북도,진천군,(주)범창,충북 진천군 이월면 수평1길 126,043-534-5800,수집·운반업,수집·운반
327,금강유역환경청,충청북도,진천군,미지산업(주),충북 진천군 이월면 수청길 153,043-535-7361,수집·운반업,수집·운반
328,금강유역환경청,충청북도,진천군,(주)천지화학,충북 진천군 덕산읍 화상리135-7,043-537-8090,수집·운반업,수집·운반
329,금강유역환경청,충청북도,진천군,(주)오성아이케이진천지점(1공장),충북 진천군 이월면 장수로 381,043-537-2020,수집·운반업,수집·운반
330,금강유역환경청,충청북도,진천군,주식회사에이치아이에너지,충북 진천군 진천읍 송두4길 47-8,0435362206,수집·운반업,수집·운반
331,금강유역환경청,충청북도,청주시,광도이앤씨(주),충북 청주시 흥덕구 옥산면 호죽성재로 105-2,043-232-5182,수집·운반업,수집·운반
332,금강유역환경청,충청북도,청주시,(주)진성리텍,충북 청주시 청원구 오창읍 중신길 50-12,043-716-0007,수집·운반업,수집·운반
333,금강유역환경청,충청북도,청주시,(주)케이그린,충북 청원군 현도면시목외천로 287-18,043-235-1415,수집·운반업,수집·운반
334,금강유역환경청,충청북도,청주시,대덕정유(주),충청북도 청주시 서원구 현도면 양지시목로 39,042-933-5172,수집·운반업,수집·운반
335,금강유역환경청,충청북도,청주시,반도환경(주),충북 청주시 상당구 월오동436-3,043-214-3270,수집·운반업,수집·운반
336,금강유역환경청,충청북도,청주시,미래이에스(주),충북 청원군 오창면 모정리110-2,043-216-2601,수집·운반업,수집·운반
337,금강유역환경청,충청북도,청주시,(주)대일기업,충북 청주시 흥덕구 강내면 황탄리길 150,0432326476,수집·운반업,수집·운반
338,금강유역환경청,충청북도,청주시,대로이엔씨(주)-운반,충북 청주시 서원구 남이면 남석로 87-9,043-223-7904,수집·운반업,수집·운반
339,금강유역환경청,충청북도,청주시,(주)대한철거산업(운반),충북 청주시 서원구 3순환로 242,043-285-4040,수집·운반업,수집·운반
340,금강유역환경청,충청북도,청주시,해동산업개발,충청북도 청주시 청원구 외남로104번길 42,043-213-8248,수집·운반업,수집·운반
341,금강유역환경청,충청북도,청주시,(주)보건환경산업,충북 청주시 상당구 평촌동345번지,043-233-4402,수집·운반업,수집·운반
342,금강유역환경청,충청북도,청주시,(주)디에스이엔지(지정),충북 청주시 서원구 남이면 양촌리102-1,043-295-4560,수집·운반업,수집·운반
343,금강유역환경청,충청북도,청주시,케이지환경서비스주식회사,충북 청주시 흥덕구 강내면 태성1길 20-34,043-233-7464,수집·운반업,수집·운반
344,금강유역환경청,충청북도,청주시,주식회사 서윤산업,충북 청주시 흥덕구 옥산면 환희길 116,043-273-8804,수집·운반업,수집·운반
345,금강유역환경청,충청북도,청주시,천지이에스(주),충북 청주시 상당구 영운천로153번길 12,043-905-4952,수집·운반업,수집·운반
346,금강유역환경청,충청북도,청주시,천지에코(주),충북 청주시 흥덕구 남석로 535-40,043-232-5172,수집·운반업,수집·운반
347,금강유역환경청,충청남도,공주시,(유)정인이엔씨,충청남도 공주시 우성면 목천2길 26,041-960-8383,수집·운반업,수집·운반
348,금강유역환경청,충청남도,논산시,영진환경산업(주),충남 논산시 은진면 탑정로 273,0417357797,수집·운반업,수집·운반
349,금강유역환경청,충청남도,논산시,한울환경주식회사,충남 논산시 계백로 1201,0419802900,수집·운반업,수집·운반
350,금강유역환경청,충청남도,당진시,(주)성림이엔티,충남 당진시 신평면 부수리362-14,041-356-5271,수집·운반업,수집·운반
351,금강유역환경청,충청남도,당진시,코스람산업(주),충남 당진시 순성면 틀모시로 216,041-352-0780,수집·운반업,수집·운반
352,금강유역환경청,충청남도,당진시,(주)성화환경,충남 당진시 신평면 독암길 34-18,041-363-2123,수집·운반업,수집·운반
353,금강유역환경청,충청남도,당진시,아주환경개발(주),충남 당진시 순성면 갈뫼길 12,041-355-7288,수집·운반업,수집·운반
354,금강유역환경청,충청남도,당진시,(주)수목환경,충남 당진시 석문면산단7로 62,041-430-8575~6,수집·운반업,수집·운반
355,금강유역환경청,충청남도,당진시,(유)대한청정환경,충남 당진시 송악읍 조비실길 131-4,041-357-7431,수집·운반업,수집·운반
356,금강유역환경청,충청남도,당진시,(주)드림개발,충남 당진시 순성면 남부로 1088,070-4773-4423,수집·운반업,수집·운반
357,금강유역환경청,충청남도,당진시,인바이오텍(주) 당진지점,충남 당진시 송산면가곡로 210,041-356-7960,수집·운반업,수집·운반
358,금강유역환경청,충청남도,당진시,(주)에코윈,충남 당진시 송산면 가곡리무수들길 300,032-433-4165,수집·운반업,수집·운반
359,금강유역환경청,충청남도,당진시,(주)알엔씨,충남 당진시 석문면 산단7로 62,041-430-8575,수집·운반업,수집·운반
360,금강유역환경청,충청남도,당진시,이엔케미칼(주)당진지점,충남 당진시 송산면 가곡로 200,041-430-8870,수집·운반업,수집·운반
361,금강유역환경청,충청남도,보령시,삼홍조경건설,충남 보령시 웅천읍 대천리64-1,041-934-0207,수집·운반업,수집·운반
362,금강유역환경청,충청남도,서산시,"연합환경(주)(건설,지정)",충남 서산시 음암면노루골길 36,041-669-8388,수집·운반업,수집·운반
363,금강유역환경청,충청남도,서산시,조은이엔지(주),충남 서산시 쌍연남1로 32 2층,041-681-8899,수집·운반업,수집·운반
364,금강유역환경청,충청남도,서산시,(주)서광하이테크,충남 서산시 대산읍죽엽로 388,041-663-7053,수집·운반업,수집·운반
365,금강유역환경청,충청남도,서산시,(주)통인환경물류,충남 서산시 지곡면 대요리386-20(충의로 1442),041-662-3113,수집·운반업,수집·운반
366,금강유역환경청,충청남도,서산시,대진환경(주)(서산),충남 서산시 대산읍 충의로 2230-29,041-664-8640,수집·운반업,수집·운반
367,금강유역환경청,충청남도,서산시,제일환경산업(주),충남 서산시 운산면 산수동길 10,041-663-5145~6,수집·운반업,수집·운반
368,금강유역환경청,충청남도,서산시,(주)아진환경,충남 서산시 오산7길 34,0416698456,수집·운반업,수집·운반
369,금강유역환경청,충청남도,서산시,대산에코주식회사,충남 서산시 성연면 선창길 114-11,0416656675,수집·운반업,수집·운반
370,금강유역환경청,충청남도,아산시,(주)그린토피아,충남 아산시 장존동순천향로 830,041-547-2801,수집·운반업,수집·운반
371,금강유역환경청,충청남도,아산시,에이스켐(주),충남 아산시 신창면 환경공원로 227,041-911-9211,수집·운반업,수집·운반
372,금강유역환경청,충청남도,아산시,(주)하이그린,충남 아산시 둔포면 아산밸리중앙로 80-13 403호,041-532-7538,수집·운반업,수집·운반
373,금강유역환경청,충청남도,아산시,(주)유진환경,충남 아산시 삼동로70번길 12 1층 102호,041-532-8787,수집·운반업,수집·운반
374,금강유역환경청,충청남도,아산시,(주)제이앤에스산업,충남 아산시 설화산길 79-11,041-545-6792,수집·운반업,수집·운반
375,금강유역환경청,충청남도,아산시,(주)평송기업,충남 아산시 영인면 고룡산로 301,0415337749,수집·운반업,수집·운반
376,금강유역환경청,충청남도,예산군,(주)건영종합환경,충남 예산군 예산읍 향천사로 3,041-335-1677,수집·운반업,수집·운반
377,금강유역환경청,충청남도,예산군,(주)대영환경,충남 예산군 신암면 탄중리148-2,041-332-4774,수집·운반업,수집·운반
378,금강유역환경청,충청남도,천안시,(주)보경,충남 천안시 서북구 직산읍 군수1길 101,041-583-2933,수집·운반업,수집·운반
379,금강유역환경청,충청남도,천안시,(주)동우,충남 천안시 서북구 업성동174-3 201호,041-583-4456,수집·운반업,수집·운반
380,금강유역환경청,충청남도,천안시,삼화환경(주),충남 천안시 서북구 두정동395-5,041-568-4517,수집·운반업,수집·운반
381,금강유역환경청,충청남도,천안시,하나환경(주),충청남도 천안시 동남구 광덕면 광덕로 258-37,041-568-0116,수집·운반업,수집·운반
382,금강유역환경청,충청남도,천안시,상록수환경(주),충남 천안시 동남구 구성동128-2,041-622-2772,수집·운반업,수집·운반
383,금강유역환경청,충청남도,천안시,원광종합개발(주),충남 천안시 동남구 구룡동1 화물터미널214호,041-568-1158,수집·운반업,수집·운반
384,금강유역환경청,충청남도,천안시,현무환경(주),충남 천안시 서북구 직산읍 남산리9-52,041-561-0949,수집·운반업,수집·운반
385,금강유역환경청,충청남도,천안시,자연보호환경(주),충남 천안시 동남구 광덕면 차령고개로 981,070-7533-2112,수집·운반업,수집·운반
386,금강유역환경청,충청남도,천안시,(주)에코트랜스,충남 천안시 동남구 수신면 신풍리564 (충남 천안시 동남구 수신면 5산단4로 150-5),041-568-1357,수집·운반업,수집·운반
387,금강유역환경청,충청남도,천안시,(주)에스엠유화 천안지점,충청남도 천안시 서북구 직산읍 군수1길 81,041-588-5703,수집·운반업,수집·운반
388,금강유역환경청,충청남도,천안시,베이스환경(주),충남 천안시 서북구 직산읍 정자1길 151,041-567-5679,수집·운반업,수집·운반
389,금강유역환경청,충청남도,청양군,미래환경(주),충남 청양군 청양읍 학사길 35-4,041-332-7221,수집·운반업,수집·운반
390,금강유역환경청,충청남도,청양군,그린엔특장(주),충남 청양군 청양읍 충절로 1194,041-942-2588,수집·운반업,수집·운반
391,금강유역환경청,충청남도,홍성군,(주)신우(운반),충남 홍성군 홍성읍 내포로156번길 16-7,0416313800,수집·운반업,수집·운반
392,금강유역환경청,충청남도,보령시,주원건설(주),충남 보령시 큰오랏7길 32(동대동),041-935-8111~2,수집·운반업,수집·운반
393,금강유역환경청,충청북도,청주시,(주)금강티앤씨,충북 청주시 흥덕구 내거로52번길 16 (서촌동),043-236-2056,수집·운반업,수집·운반
394,금강유역환경청,충청북도,청주시,(주)한사랑산업보건연구소,충북 청주시 상당구 가덕면 단재로 1486-13,043-291-2588,수집·운반업,수집·운반
395,금강유역환경청,충청남도,서산시,(주)명진종합환경,"충남 서산시 안견로 277 (읍내동, 3층)",041-669-4001,수집·운반업,수집·운반
396,금강유역환경청,충청남도,서산시,우선산업(주),충남 서산시 해미면 산수로 137-24,041-688-6388,수집·운반업,수집·운반
397,금강유역환경청,충청남도,당진시,동양산업개발(주),충남 당진시 송산면 송산로 725-59,041-354-2255,수집·운반업,수집·운반
398,영산강유역환경청,광주광역시,광산구,(주)근영케미칼,광주 광산구 도천동도천북길 59,062-974-3445,수집·운반업,수집·운반
399,영산강유역환경청,광주광역시,광산구,자연환경(유),광주 광산구 우산천변길 67-30,062-674-2060,수집·운반업,수집·운반
400,영산강유역환경청,광주광역시,광산구,(주)지구환경서비스,광주 광산구 소촌로152번길 53-24 에이동호,062-675-1215,수집·운반업,수집·운반
401,영산강유역환경청,광주광역시,광산구,(주)빛고을환경,광주광역시 광산구 도천남길 41-27,062-954-7600,수집·운반업,수집·운반
402,영산강유역환경청,광주광역시,광산구,(주)대림정유,광주 광산구 하남산단7번로 42-3,062-952-3855,수집·운반업,수집·운반
403,영산강유역환경청,광주광역시,광산구,(주)아이온,광주광역시 광산구 하남산단1번로 23,062-531-6117,수집·운반업,수집·운반
404,영산강유역환경청,광주광역시,광산구,(주)전남클린코리아,"광주 광산구 체암로 1612, 나동",0629732431,수집·운반업,수집·운반
405,영산강유역환경청,광주광역시,남구,(주)중경,광주 남구 서문대로 834,062-953-8902,수집·운반업,수집·운반
406,영산강유역환경청,전라남도,광양시,승우산업개발(주),전남 광양시 금호동863-1,061-797-1500,수집·운반업,수집·운반
407,영산강유역환경청,전라남도,광양시,(유)세림상운,전남 광양시 마동421-2,061-792-5709,수집·운반업,수집·운반
408,영산강유역환경청,전라남도,광양시,서기산업(주),전남 광양시 성황동34-1,061-791-8383,수집·운반업,수집·운반
409,영산강유역환경청,전라남도,광양시,범창에너지,전남 광양시 옥정로 78,061-792-5960,수집·운반업,수집·운반
410,영산강유역환경청,전라남도,광양시,(주)상록,전남 광양시 옥곡면 신금산단5길 61,061-772-3500,수집·운반업,수집·운반
411,영산강유역환경청,전라남도,목포시,(주)목포청결사,전남 목포시 연산동둔재머리길 53,061-283-2816,수집·운반업,수집·운반
412,영산강유역환경청,전라남도,목포시,바다환경(주)-목포,전남 목포시 고하대로719번길 40-1,0612857223,수집·운반업,수집·운반
413,영산강유역환경청,전라남도,순천시,(주)세윤,전남 순천시 서면 압곡리572,061-755-1119,수집·운반업,수집·운반
414,영산강유역환경청,전라남도,순천시,에코그린환경,전남 순천시 서면 구만리221-1 (구만길 9),061-755-9766,수집·운반업,수집·운반
415,영산강유역환경청,전라남도,순천시,"백진환경(자)-운반,중간처리",전남 순천시 대룡길 10,061-742-6701,수집·운반업,수집·운반
416,영산강유역환경청,전라남도,순천시,(주)순천에코환경,전남 순천시 해룡면 해룡로 496,061-723-2442,수집·운반업,수집·운반
417,영산강유역환경청,전라남도,순천시,(유)미림산업,전남 순천시 서면 구랑실재길 103,0617410015,수집·운반업,수집·운반
418,영산강유역환경청,전라남도,여수시,(주)푸른환경,전남 여수시 여수산단2로 341,061-684-8844,수집·운반업,수집·운반
419,영산강유역환경청,전라남도,여수시,(유)동부환경,전남 여수시 상암로 325,061-653-7666,수집·운반업,수집·운반
420,영산강유역환경청,전라남도,여수시,(주)대신환경(전남여수),전남 여수시 소라면 봉두리922,061-685-3696,수집·운반업,수집·운반
421,영산강유역환경청,전라남도,여수시,(주)그린(여수),전남 여수시 봉계3길 19,061-691-4161,수집·운반업,수집·운반
422,영산강유역환경청,전라남도,여수시,재원산업(주),전남 여수시 낙포단지길 79,061-690-9272,수집·운반업,수집·운반
423,영산강유역환경청,전라남도,여수시,케이씨환경서비스(주)(소각)-월내,전남 여수시 진달래길 310-73,061-685-4149,수집·운반업,수집·운반
424,영산강유역환경청,전라남도,여수시,(주)청해이엔티,전남 여수시 소라면 운암길 5,061-654-2673,수집·운반업,수집·운반
425,영산강유역환경청,전라남도,여수시,해동이앤티(주),전남 여수시 여수산단1로 306,061-685-1525,수집·운반업,수집·운반
426,영산강유역환경청,전라남도,여수시,(주)그린포트(여수),전라남도 여수시 웅천남4로 17 비동 903호 (웅천동),061-685-9411,수집·운반업,수집·운반
427,영산강유역환경청,전라남도,여수시,(주)녹색환경산업(여수),전남 여수시 소라면 봉두로 61,061-685-3300,수집·운반업,수집·운반
428,영산강유역환경청,전라남도,여수시,(주)신정개발,전남 여수시 봉계2길 27,061-682-5537,수집·운반업,수집·운반
429,영산강유역환경청,전라남도,여수시,(주)제일이앤씨,전남 여수시 여수산단로 285-11,061-686-5720,수집·운반업,수집·운반
430,영산강유역환경청,전라남도,여수시,퍼스텍(주),전남 여수시 상암로 644-23,061-661-5000,수집·운반업,수집·운반
431,영산강유역환경청,전라남도,영암군,(유)천하환경,전남 영암군 삼호읍 백야길 29-215,061-464-3000,수집·운반업,수집·운반
432,영산강유역환경청,전라남도,장성군,대경에코서비스(주),전남 장성군 장성읍 유탕리1385-1,061-393-0433,수집·운반업,수집·운반
433,영산강유역환경청,전라남도,장성군,(주)명진,전남 장성군 황룡면 신호리84-1,061-392-5780,수집·운반업,수집·운반
434,영산강유역환경청,전라남도,여수시,씨앤에스(주),전남 여수시 여수산단1로 69(해산동),061-691-9300,수집·운반업,수집·운반
435,영산강유역환경청,전라남도,여수시,지구환경(주),전남 여수시 대평길 32,061-686-8258,수집·운반업,수집·운반
436,영산강유역환경청,전라남도,광양시,(주)에버그린,"전남 광양시 백운로 1027, 2층(성황동)",061-763-2810,수집·운반업,수집·운반
437,영산강유역환경청,광주광역시,북구,DS스틸,광주 북구 동운로32번길 30(동림동),062-522-3410,수집·운반업,수집·운반
438,영산강유역환경청,광주광역시,광산구,(주)무등환경,"광주 광산구 금봉로 18, 107호",062-946-0100,수집·운반업,수집·운반
439,영산강유역환경청,전라남도,여수시,(주)퍼스트환경,"(사무실)전남 여수시 어항로 7, 2층
(주차장)전남 여수시 여수산단2로 241",061-685-9537,수집·운반업,수집·운반
440,영산강유역환경청,전라남도,여수시,(주)우성로지스틱,전남 여수시 무선5길 1,061-686-3851,수집·운반업,수집·운반
441,영산강유역환경청,전라남도,광양시,성암산업(주),전남 광양시 산업로 1(태인동),061-798-8887,수집·운반업,수집·운반
442,영산강유역환경청,전라남도,광양시,(주)가나환경,전남 광양시 성황동 184-1,061-791-5566,수집·운반업,수집·운반
443,영산강유역환경청,전라남도,광양시,(주)한빛테크,"(사무실) 전남 광양시 옥룡면 사곡로 608
(주차장) 전남 광양시 백운로 955-8",061-763-7533,수집·운반업,수집·운반
444,영산강유역환경청,전라남도,영광군,"대한민국특수임무유공자회 
광주광역시지부",전남 영광군 군서면 군서로 364-16,061-352-5212,수집·운반업,수집·운반
445,영산강유역환경청,전라남도,장성군,유성리텍,전남 장성군 황룡면 황룡로 221,070-4112-0161,수집·운반업,수집·운반
446,원주지방환경청,강원도,강릉시,지우건설(주),강원 강릉시 월대산로 85-36(입암동),033-655-3533,수집·운반업,수집·운반
447,원주지방환경청,강원도,강릉시,형제에너지(주),강원 강릉시 강변로692번길 16,033-655-5177,수집·운반업,수집·운반
448,원주지방환경청,강원도,강릉시,(주)황소-운반,강원 강릉시 화부산로 8번길 4,033-655-7904,수집·운반업,수집·운반
449,원주지방환경청,강원도,삼척시,명진산업주식회사,강원 삼척시 우지1길 31,033-575-3003,수집·운반업,수집·운반
450,원주지방환경청,강원도,삼척시,(주)남동에너지,강원 삼척시 우지1길 23(우지동),033-575-4585,수집·운반업,수집·운반
451,원주지방환경청,강원도,영월군,행운기업주식회사(지정운반),강원 영월군 영월읍 봉래산로 169,033-375-4455,수집·운반업,수집·운반
452,원주지방환경청,강원도,영월군,신광환경합자회사,강원 영월군 영월읍 덕포리674-5,033-375-0104,수집·운반업,수집·운반
453,원주지방환경청,강원도,원주시,하나그린(주),강원 원주시 판부면 서곡길 177,033-761-0765,수집·운반업,수집·운반
454,원주지방환경청,강원도,원주시,중부신대한정유산업(주),강원 원주시 소초면 흥양리1193,033-747-4255,수집·운반업,수집·운반
455,원주지방환경청,강원도,원주시,(합)부흥환경,강원 원주시 지정면 보통로 561-4(보통리),033-734-6788,수집·운반업,수집·운반
456,원주지방환경청,강원도,원주시,천지에너텍,강원 원주시 문막읍 만디길 31(궁촌리) 천지에너텍,033-732-3328,수집·운반업,수집·운반
457,원주지방환경청,강원도,원주시,니즈환경,강원 원주시 문막읍 동화리 399-16,033-748-8273,수집·운반업,수집·운반
458,원주지방환경청,강원도,태백시,(주)태봉산업,강원 태백시 문곡동18-3,033-581-0082,수집·운반업,수집·운반
459,원주지방환경청,강원도,태백시,(합자)에스엠에코,강원 태백시 싸리밭길 50(화전동),033-552-2931,수집·운반업,수집·운반
460,원주지방환경청,충청북도,제천시,화신산업(주),충북 제천시 내토로 1107 1층(고암동),043-653-9745,수집·운반업,수집·운반
461,원주지방환경청,충청북도,제천시,(주)디와이텍,충북 제천시 단양로 3020 2층(대랑동),043-653-4018,수집·운반업,수집·운반
462,원주지방환경청,충청북도,제천시,대영산업(주),충북 제천시 고암동208-2,043-646-0663,수집·운반업,수집·운반
463,원주지방환경청,충청북도,제천시,(주)범창산업,충북 제천시 단양로3309-1(고명동),043-646-3194,수집·운반업,수집·운반
464,원주지방환경청,충청북도,충주시,(주)문화환경개발(운반),충북 충주시 안림동477-2,043-853-0369,수집·운반업,수집·운반
465,원주지방환경청,충청북도,충주시,(주)산수개발환경,충북 충주시 칠금동287번지,043-845-1143,수집·운반업,수집·운반
466,원주지방환경청,충청북도,충주시,케이그린(주),충북 충주시 대소원면 만정리17-2,043-854-8828,수집·운반업,수집·운반
467,원주지방환경청,충청북도,충주시,(주)중원인더스트리,충북 충주시 목행산단7로 10 (목행동),043-853-9027,수집·운반업,수집·운반
468,대구지방환경청,대구광역시,달서구,(주)서광기업,대구 달서구 장동15,053-584-9100,수집·운반업,수집·운반
469,대구지방환경청,대구광역시,달성군,대구환경,대구광역시 달성군 다사읍 서재로14길 28,053-593-0030,수집·운반업,수집·운반
470,대구지방환경청,대구광역시,달성군,주식회사 친환경,대구광역시 달성군 하빈면 달구벌대로8길 62,053-573-5003,수집·운반업,수집·운반
471,대구지방환경청,대구광역시,달성군,한국비철(주),대구 달성군 논공읍 비슬로264길 23,053-617-6300,수집·운반업,수집·운반
472,대구지방환경청,대구광역시,달성군,열린환경(주),대구광역시 달성군 현풍읍 현풍서로71길 7,053-639-8008,수집·운반업,수집·운반
473,대구지방환경청,대구광역시,달성군,주식회사 금백테크,대구 달성군 논공읍 비슬로264길 56,0536175002,수집·운반업,수집·운반
474,대구지방환경청,대구광역시,동구,(주)강동환경,대구 동구 괴전동159-2,053-965-3006,수집·운반업,수집·운반
475,대구지방환경청,대구광역시,동구,신성비철산업,대구 동구 안심로65길 10,053-963-8877,수집·운반업,수집·운반
476,대구지방환경청,대구광역시,동구,대경환경,대구 동구 용계동 931,053-964-0437,수집·운반업,수집·운반
477,대구지방환경청,대구광역시,동구,(주)삼우환경,대구 동구 괴전동323-2,053-964-2504,수집·운반업,수집·운반
478,대구지방환경청,대구광역시,동구,(주)녹색환경산업사,대구 동구 공항로31길 9-7,053-424-8271,수집·운반업,수집·운반
479,대구지방환경청,대구광역시,북구,(주)태경환경,대구 북구 복현동366-4,053-958-9595,수집·운반업,수집·운반
480,대구지방환경청,대구광역시,북구,대신테크,대구 북구 팔달북로8길 82-11,053-359-0610,수집·운반업,수집·운반
481,대구지방환경청,대구광역시,서구,(주)환경코리아,대구 서구 국채보상로7길 42-7,053-568-3060,수집·운반업,수집·운반
482,대구지방환경청,경상북도,경산시,성진환경(운반),경북 경산시 자인면 자인공단4로 6,053-857-3305,수집·운반업,수집·운반
483,대구지방환경청,경상북도,경산시,대경씨엔,경북 경산시 압량면 신월리330번지,053-817-0791,수집·운반업,수집·운반
484,대구지방환경청,경상북도,경산시,한빛에너지(주),경북 경산시 자인면 한장군로 480,053-854-4747,수집·운반업,수집·운반
485,대구지방환경청,경상북도,경산시,한일정유(주)(운반),경상북도 경산시 자인면 자인 공단로 50,053-856-8672,수집·운반업,수집·운반
486,대구지방환경청,경상북도,경산시,주식회사 지에스아이,경북 경산시 와촌면 금송로87길 44,054-336-7227,수집·운반업,수집·운반
487,대구지방환경청,경상북도,경산시,주식회사 건협,경북 경산시 진량읍 평사리120,053-856-0340,수집·운반업,수집·운반
