업체명,소재지,대표전화,장비·인력,단위,수량
롯데엠시시㈜ 여수2공장,전라남도 여수시 여수산단4로 129,061-680-8453,워터젤,EA,2
롯데엠시시㈜ 여수2공장,전라남도 여수시 여수산단4로 129,061-680-8453,방재인원,명,6
롯데케미칼㈜ 여수1공장,전라남도 여수시 여수산단4로 53,061-688-2156,소방차,대,5
롯데케미칼㈜ 여수1공장,전라남도 여수시 여수산단4로 53,061-688-2156,진공차,대,2
롯데케미칼㈜ 여수1공장,전라남도 여수시 여수산단4로 53,061-688-2156,오일펜스,SET,43
롯데케미칼㈜ 여수1공장,전라남도 여수시 여수산단4로 53,061-688-2156,유처리제,L,630
롯데케미칼㈜ 여수1공장,전라남도 여수시 여수산단4로 53,061-688-2156,유흡착붐,EA,32
롯데케미칼㈜ 여수1공장,전라남도 여수시 여수산단4로 53,061-688-2156,유흡착쿠션,BOX,16
롯데케미칼㈜ 여수1공장,전라남도 여수시 여수산단4로 53,061-688-2156,유흡착제,BOX,46
롯데케미칼㈜ 여수1공장,전라남도 여수시 여수산단4로 53,061-688-2156,방독마스크,EA,6661
롯데케미칼㈜ 여수1공장,전라남도 여수시 여수산단4로 53,061-688-2156,보호장갑,EA,6661
롯데케미칼㈜ 여수1공장,전라남도 여수시 여수산단4로 53,061-688-2156,보호장화,EA,6661
롯데케미칼㈜ 여수2공장,전라남도 여수시 여수산단2로 116-82,061-688-2156,소방차,대,1
롯데케미칼㈜ 여수2공장,전라남도 여수시 여수산단2로 116-82,061-688-2156,유흡착붐,EA,8
롯데케미칼㈜ 여수2공장,전라남도 여수시 여수산단2로 116-82,061-688-2156,유흡착제,BOX,4
롯데케미칼㈜ 여수2공장,전라남도 여수시 여수산단2로 116-82,061-688-2156,방독마스크,EA,69
롯데케미칼㈜ 여수2공장,전라남도 여수시 여수산단2로 116-82,061-688-2156,보호장갑,EA,69
롯데케미칼㈜ 여수2공장,전라남도 여수시 여수산단2로 116-82,061-688-2156,보호장화,EA,69
롯데케미칼㈜ 여수2공장,전라남도 여수시 여수산단2로 116-82,061-688-2156,유흡착쿠션,BOX,4
㈜리스텍비즈 광양공장,전라남도 광양시 제철로 2148-97,061-797-2011,방제사,포,50
㈜리스텍비즈 광양공장,전라남도 광양시 제철로 2148-97,061-797-2011,소화기,EA,3
㈜리스텍비즈 광양공장,전라남도 광양시 제철로 2148-97,061-797-2011,보호복,EA,9
㈜리스텍비즈 광양공장,전라남도 광양시 제철로 2148-97,061-797-2011,보호장갑,EA,9
㈜리스텍비즈 광양공장,전라남도 광양시 제철로 2148-97,061-797-2011,보호장화,EA,9
㈜리스텍비즈 광양공장,전라남도 광양시 제철로 2148-97,061-797-2011,방독마스크(전면형),EA,9
㈜리스텍비즈 광양공장,전라남도 광양시 제철로 2148-97,061-797-2011,정화통,EA,9
㈜리스텍비즈 광양공장,전라남도 광양시 제철로 2148-97,061-797-2011,흡착포,BOX,9
매일식품㈜,전라남도 순천시 서면산단1길 16,061-752-3331,탄산나트륨,TON,5
매일식품㈜,전라남도 순천시 서면산단1길 16,061-752-3331,유흡착제,BOX,1
매일식품㈜,전라남도 순천시 서면산단1길 16,061-752-3331,보호마스크,EA,3
매일식품㈜,전라남도 순천시 서면산단1길 16,061-752-3331,방독면,EA,3
매일식품㈜,전라남도 순천시 서면산단1길 16,061-752-3331,보호안경,EA,3
매일식품㈜,전라남도 순천시 서면산단1길 16,061-752-3331,보호장갑,EA,5
매일식품㈜,전라남도 순천시 서면산단1길 16,061-752-3331,보호복,EA,3
매일식품㈜,전라남도 순천시 서면산단1길 16,061-752-3331,보호장화,EA,3
㈜부림산업,전라남도 순천시 서면곰배미길 30,061-755-8724,가성소다,KG,600
㈜부림산업,전라남도 순천시 서면곰배미길 30,061-755-8724,소석회,KG,1500
㈜부림산업,전라남도 순천시 서면곰배미길 30,061-755-8724,방재인원,명,1
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,전면형마스크,EA,5
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,반면형마스크,EA,10
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,방독면 필터,EA,20
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,보호복,EA,20
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,보호장화,EA,10
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,보호장갑,EA,10
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,안전모,EA,10
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,보호안경,EA,10
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,흡착포,BOX,10
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,모래주머니,EA,30
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,소석회,TON,1
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,소화기,대,2
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,고무판,M,5
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,공구함,SET,1
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,이송호스,M,40
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,AIR호스,M,20
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,다이아후렘펌프,대,1
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,삽,EA,10
백광산업,전라남도 여수시 여수산단2로 284,061-680-0600,방재인원,명,5
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,소방차,대,2
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,방독면(전면형),EA,130
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,보호복,EA,100
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,보호장갑,EA,140
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,보호장화,EA,47
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,화학복,EA,4
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,공기호흡기,EA,21
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,규조토,TON,2.1
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,흡착포,BOX,15
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,유흡착포,BOX,10
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,모래주머니,EA,20
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,유흡착붐,EA,3
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,유겔화제,L,100
삼남석유화학㈜,전라남도 여수시 여수산단로 955,061-688-8283,방재인원,명,93
㈜삼양냉장,전라남도 여수시 국동 97-21,061-641-8001,차량,대(11인승),1
㈜삼양냉장,전라남도 여수시 국동 97-21,061-641-8001,방제장비,"화학복,방독면",-
㈜삼양냉장,전라남도 여수시 국동 97-21,061-641-8001,방제물품,"흡착포, 모래, 폐기드럼",-
㈜삼양냉장,전라남도 여수시 국동 97-21,061-641-8001,방재인원,명,27
㈜삼엽,경상남도 하동군 금성면 금성로 31,055-4271-9220,개인보호구,SET,2
㈜삼엽,경상남도 하동군 금성면 금성로 31,055-4271-9220,염산,KG,69
㈜삼엽,경상남도 하동군 금성면 금성로 31,055-4271-9220,방제사,㎥,0.5
㈜삼엽,경상남도 하동군 금성면 금성로 31,055-4271-9220,흡착포,BOX,2
㈜삼엽,경상남도 하동군 금성면 금성로 31,055-4271-9220,면 보루,KG,10
㈜삼엽,경상남도 하동군 금성면 금성로 31,055-4271-9220,삽,EA,2
㈜삼엽,경상남도 하동군 금성면 금성로 31,055-4271-9220,방재인원,명,2
㈜성원,전라남도 광양시 광양읍 초남공단2길 5,,방독면,EA,6
㈜성원,전라남도 광양시 광양읍 초남공단2길 5,,보안경,EA,6
㈜성원,전라남도 광양시 광양읍 초남공단2길 5,,보호의,EA,6
㈜성원,전라남도 광양시 광양읍 초남공단2길 5,,보호장갑,EA,6
㈜성원,전라남도 광양시 광양읍 초남공단2길 5,,보호장화,EA,6
㈜성원,전라남도 광양시 광양읍 초남공단2길 5,,소석회(액상),TON,15
㈜성원,전라남도 광양시 광양읍 초남공단2길 5,,흡착포,SET(200매),2
㈜성원,전라남도 광양시 광양읍 초남공단2길 5,,소석회(분말),EA,18
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,유흡착붐,BOX,3
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,유처리제,L,100
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,산중화제,L,6
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,알칼리중화제,L,6
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,전면형마스크,EA,10
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,필터,EA,20
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,내화학보호복,EA,10
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,보호장갑,EA,10
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,보호장화,EA,6
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,누출감용스프레이(산),EA,2
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,누출감용스프레이(알칼리),EA,2
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,누출감용센서테이프(산),EA,2
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,누출감용센서테이프(알칼리),EA,2
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,폐기물봉투,EA,200
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,방제장비함,EA,2
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,구급함,EA,5
㈜세아엠엔에스,전라남도 여수시 산단중앙로 188,061-807-7114,방재인원,명,10
㈜세아제강 순천공장 4블럭,전라남도 순천시 해룡면 신성리 908,061-760-2506,방독마스크,EA,6
㈜세아제강 순천공장 4블럭,전라남도 순천시 해룡면 신성리 908,061-760-2506,필터,EA,19
㈜세아제강 순천공장 4블럭,전라남도 순천시 해룡면 신성리 908,061-760-2506,보호의,EA,6
㈜세아제강 순천공장 4블럭,전라남도 순천시 해룡면 신성리 908,061-760-2506,보호장갑,EA,6
㈜세아제강 순천공장 4블럭,전라남도 순천시 해룡면 신성리 908,061-760-2506,안전장화,EA,6
㈜세아제강 순천공장 4블럭,전라남도 순천시 해룡면 신성리 908,061-760-2506,흡착포,SET,5
㈜세아제강 순천공장 4블럭,전라남도 순천시 해룡면 신성리 908,061-760-2506,방제사,KG,200
㈜세아제강 순천공장 4블럭,전라남도 순천시 해룡면 신성리 908,061-760-2506,방하삽,EA,5
㈜세아제강 순천공장 4블럭,전라남도 순천시 해룡면 신성리 908,061-760-2506,방재인원,명,3
수자원공사 여수권지사 별량수령장,전라남도 순천시,061-759-4212,오일펜스,280M,280
수자원공사 여수권지사 별량수령장,전라남도 순천시,061-759-4212,유흡착제,310KG,310
수자원공사 여수권지사 별량수령장,전라남도 순천시,061-759-4212,보호장갑,12EA,12
수자원공사 여수권지사 별량수령장,전라남도 순천시,061-759-4212,보호장화,8EA,8
수자원공사 여수권지사 별량수령장,전라남도 순천시,061-759-4212,분말소석회,포(20kg),3
수자원공사 여수권지사 별량수령장,전라남도 순천시,061-759-4212,양압형 공기호흡기,EA,1
수자원공사 여수권지사 별량수령장,전라남도 순천시,061-759-4212,방독마스크,EA,9
수자원공사 여수권지사 별량수령장,전라남도 순천시,061-759-4212,보호의,EA,3
수자원공사 여수권지사 별량수령장,전라남도 순천시,061-759-4212,안전모,EA,2
수자원공사 여수권지사 별량수령장,전라남도 순천시,061-759-4212,방재인원,명,19
㈜씨앤씨케미칼 광양공장,전라남도 광양시 광양읍 직동1길 50,061-762-9340,탱크로리,1대,1
㈜씨앤씨케미칼 광양공장,전라남도 광양시 광양읍 직동1길 50,061-762-9340,카고트럭,1대,1
㈜씨앤씨케미칼 광양공장,전라남도 광양시 광양읍 직동1길 50,061-762-9340,방제사,EA,40
㈜씨앤씨케미칼 광양공장,전라남도 광양시 광양읍 직동1길 50,061-762-9340,보호복,EA,3
㈜씨앤씨케미칼 광양공장,전라남도 광양시 광양읍 직동1길 50,061-762-9340,보호장갑,EA,10
㈜씨앤씨케미칼 광양공장,전라남도 광양시 광양읍 직동1길 50,061-762-9340,보호장화,EA,5
㈜씨앤씨케미칼 광양공장,전라남도 광양시 광양읍 직동1길 50,061-762-9340,소화기,EA,10
㈜씨앤씨케미칼 광양공장,전라남도 광양시 광양읍 직동1길 50,061-762-9340,방제삽,EA,5
㈜씨앤씨케미칼 광양공장,전라남도 광양시 광양읍 직동1길 50,061-762-9340,방독마스크,EA,3
아이씨케미칼,전라남도 여수시 여수산단4로 80,061-685-6717,전면형마스크,EA,5
아이씨케미칼,전라남도 여수시 여수산단4로 80,061-685-6717,반면형마스크,EA,10
아이씨케미칼,전라남도 여수시 여수산단4로 80,061-685-6717,내화학성 장갑,EA,20
아이씨케미칼,전라남도 여수시 여수산단4로 80,061-685-6717,내화학복(4형식),EA,20
아이씨케미칼,전라남도 여수시 여수산단4로 80,061-685-6717,내화학복(1형식),EA,2
아이씨케미칼,전라남도 여수시 여수산단4로 80,061-685-6717,내화학성 장화,EA,20
아이씨케미칼,전라남도 여수시 여수산단4로 80,061-685-6717,공기호흡기,EA,2
아이씨케미칼,전라남도 여수시 여수산단4로 80,061-685-6717,흡착포,EA(5BOX),100
아이씨케미칼,전라남도 여수시 여수산단4로 80,061-685-6717,방재사,KG,50
아이씨케미칼,전라남도 여수시 여수산단4로 80,061-685-6717,톱밥,KG,300
㈜에스엔엔씨,전라남도 광양시 제철로 2148-139,061-797-9244,복합가스용 방독면,EA,10
㈜에스엔엔씨,전라남도 광양시 제철로 2148-139,061-797-9244,방독필터,EA,20
㈜에스엔엔씨,전라남도 광양시 제철로 2148-139,061-797-9244,보호장갑,EA,10
㈜에스엔엔씨,전라남도 광양시 제철로 2148-139,061-797-9244,보호신발,EA,10
㈜에스엔엔씨,전라남도 광양시 제철로 2148-139,061-797-9244,보호의(4형식),EA,10
㈜에스엔엔씨,전라남도 광양시 제철로 2148-139,061-797-9244,삽,EA,5
㈜에스엔엔씨,전라남도 광양시 제철로 2148-139,061-797-9244,중화제(HCL 5%),EA,10
㈜에스엔엔씨,전라남도 광양시 제철로 2148-139,061-797-9244,중화제(HCL 10%),EA,10
㈜에스엔엔씨,전라남도 광양시 제철로 2148-139,061-797-9244,소화기,EA,5
㈜에스엔엔씨,전라남도 광양시 제철로 2148-139,061-797-9244,생석회(10KG),EA,4
㈜에스엔엔씨,전라남도 광양시 제철로 2148-139,061-797-9244,케미칼 흡착제,BOX,10
㈜에스엔엔씨,전라남도 광양시 제철로 2148-139,061-797-9244,모래주머니,EA,75
㈜에스엔엔씨,전라남도 광양시 제철로 2148-139,061-797-9244,공기호흡기,EA,15
엘지엠엠에이㈜,전라남도 여수시 여수산단4로 58,061-805-3855,소방차,대,2
엘지엠엠에이㈜,전라남도 여수시 여수산단4로 58,061-805-3855,방제차,대,1
엘지엠엠에이㈜,전라남도 여수시 여수산단4로 58,061-805-3855,내화학복,EA,200
엘지엠엠에이㈜,전라남도 여수시 여수산단4로 58,061-805-3855,내화학장갑,EA,200
엘지엠엠에이㈜,전라남도 여수시 여수산단4로 58,061-805-3855,송기마스크,EA,50
엘지엠엠에이㈜,전라남도 여수시 여수산단4로 58,061-805-3855,방독마스크,EA,200
엘지엠엠에이㈜,전라남도 여수시 여수산단4로 58,061-805-3855,정화통,EA,100
엘지엠엠에이㈜,전라남도 여수시 여수산단4로 58,061-805-3855,유흡착제,EA,2000
엘지엠엠에이㈜,전라남도 여수시 여수산단4로 58,061-805-3855,유독물흡착제,EA,2000
엘지엠엠에이㈜,전라남도 여수시 여수산단4로 58,061-805-3855,중화제(가성소다),L,140000
엘지엠엠에이㈜(PMMA공장),전라남도 여수시 여수산단2로 55,061-805-3855,중화제(황산),L,48000
엘지엠엠에이㈜(PMMA공장),전라남도 여수시 여수산단2로 55,061-805-3855,중화제(염산),L,855000
엘지엠엠에이㈜(PMMA공장),전라남도 여수시 여수산단2로 55,061-805-3855,유처리제,L,200
엘지엠엠에이㈜(PMMA공장),전라남도 여수시 여수산단2로 55,061-805-3855,소석회,KG,400
엘지엠엠에이㈜(PMMA공장),전라남도 여수시 여수산단2로 55,061-805-3855,소화수,L,800000
엘지엠엠에이㈜(PMMA공장),전라남도 여수시 여수산단2로 55,061-805-3855,오일휀스,M,320
엘지엠엠에이㈜(PMMA공장),전라남도 여수시 여수산단2로 55,061-805-3855,공기호흡기,EA,10
엘지엠엠에이㈜(PMMA공장),전라남도 여수시 여수산단2로 55,061-805-3855,방재인원(주간),명,68
엘지엠엠에이㈜(PMMA공장),전라남도 여수시 여수산단2로 55,061-805-3855,방재인원(야간),명,25
㈜엘지화학(SM),전라남도 여수시 여수산단로 951,061-680-6524,소방차,대,1
㈜엘지화학(SM),전라남도 여수시 여수산단로 952,061-680-6524,구급차,대,1
㈜엘지화학(SM),전라남도 여수시 여수산단로 953,061-680-6524,유처리제,L,40
㈜엘지화학(SM),전라남도 여수시 여수산단로 954,061-680-6524,방독마스크,EA,24
㈜엘지화학(SM),전라남도 여수시 여수산단로 955,061-680-6524,보호장갑,EA,24
㈜엘지화학(SM),전라남도 여수시 여수산단로 956,061-680-6524,보호복,EA,24
㈜엘지화학(SM),전라남도 여수시 여수산단로 957,061-680-6524,보호장화,EA,24
㈜엘지화학(SM),전라남도 여수시 여수산단로 958,061-680-6524,흡착포,BOX,12
㈜엘지화학(SM),전라남도 여수시 여수산단로 959,061-680-6524,공기호흡기,EA,8
㈜엘지화학(SM),전라남도 여수시 여수산단로 960,061-680-6524,방재인원,명,14
㈜엘지화학(VCM),전라남도 여수시 여수산단로 1121,061-680-6524,소방차,대,1
㈜엘지화학(VCM),전라남도 여수시 여수산단로 1121,061-680-6524,구급차,대,1
㈜엘지화학(VCM),전라남도 여수시 여수산단로 1121,061-680-6524,오일펜스,M,500
㈜엘지화학(VCM),전라남도 여수시 여수산단로 1121,061-680-6524,유처리제,L,1710
㈜엘지화학(VCM),전라남도 여수시 여수산단로 1121,061-680-6524,방독마스크,EA,172
㈜엘지화학(VCM),전라남도 여수시 여수산단로 1121,061-680-6524,보호장갑,EA,162
㈜엘지화학(VCM),전라남도 여수시 여수산단로 1121,061-680-6524,보호복,EA,152
㈜엘지화학(VCM),전라남도 여수시 여수산단로 1121,061-680-6524,보호장화,EA,150
㈜엘지화학(VCM),전라남도 여수시 여수산단로 1121,061-680-6524,흡착포,BOX,60
㈜엘지화학(VCM),전라남도 여수시 여수산단로 1121,061-680-6524,공기호흡기,EA,21
㈜엘지화학(VCM),전라남도 여수시 여수산단로 1121,061-680-6524,방재인원,명,21
㈜엘지화학(용성),전라남도 여수시 여수산단4로 58,061-689-3304,소방차,대,3
㈜엘지화학(용성),전라남도 여수시 여수산단4로 58,061-689-3304,방재차량,대,1
㈜엘지화학(용성),전라남도 여수시 여수산단4로 58,061-689-3304,오일펜스,EA,120
㈜엘지화학(용성),전라남도 여수시 여수산단4로 58,061-689-3304,유처리제,DRUM,72
㈜엘지화학(용성),전라남도 여수시 여수산단4로 58,061-689-3304,유흡착제,BOX,30
㈜엘지화학(용성),전라남도 여수시 여수산단4로 58,061-689-3304,반면형마스크,SET,1
㈜엘지화학(용성),전라남도 여수시 여수산단4로 58,061-689-3304,보호장갑,SET,1
㈜엘지화학(용성),전라남도 여수시 여수산단4로 58,061-689-3304,보호장화,SET,1
㈜엘지화학(용성),전라남도 여수시 여수산단4로 58,061-689-3304,방재인력(명),2명/1조,2명/1조
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,소방호스,EA,1
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,소화기,EA,3
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,CO2소화기,EA,3
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,공기호흡기,EA,3
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,소석회,BOX,3
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,공구함,EA,1
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,산성물질 응고제,KG,22.7
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,염기성물질 응고제,KG,19.1
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,용매 흡착제,KG,14.5
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,포르말린 고형화제,KG,16.8
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,방열복/방열모,SET,2
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,내화학장화,EA,8
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,흡착포,BOX,2
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,슬리브,BOX,2
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,전면형방독면,EA,10
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,방독면 필터,EA,6
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,삽,EA,1
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,곡괭이,EA,2
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,오일펜스,BOX,2
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,화학복,EA,5
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,내산장갑,EA,3
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,고무장갑,EA,5
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,마대,EA,20
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,흡착포,BOX,2
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,화학흡착포,BOX,3
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,전면장화,EA,4
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,수중펌프,EA,1
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,저장조,EA,1
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,모래주머니,EA,20
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,응급누설 방지기구,EA,3
㈜엘지화학(용성2),전라남도 여수시 여수산단4로 58 확장단지,061-89-5362,소화전 모니터,EA,2
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,소방차,대,2
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,구급차,대,1
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,방재차,대,1
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,누출방지창,SET,1
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,누출방지밴드,SET,1
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,공기호흡기,EA,16
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,케미컬흡착포,EA,"3,200"
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,유류흡착포,EA,"2,600"
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,일체형화학복,EA,2
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,산/염기 중화제,KG,90.8
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,소석회,KG,1000
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,유화제,L,240
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,GEL,L,240
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,활성탄,KG,200
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,규조토,KG,"1,200"
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,오일펜스,M,64
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,소포제,L,50
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,모래주머니,EA,100
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,계면활성제,KG,400
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,연장류,EA,17
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,방재인원(자체소방대),명,48
㈜엘지화학(화치),전라남도 여수시 여수산단2로 55,061-680-1068,방재인원(방재실),명,8
㈜엠이시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,차량,대,1
㈜엠이시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,수중펌프,대,1
㈜엠이시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,밸브,대,1
㈜엠이시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,송수고,대,1
㈜엠이시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,자동화재탐지설비,대,1
㈜엠이시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,누액감지기,EA,3
㈜엠이시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,CCTV,EA,1
㈜엠이시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,보호의,EA,6
㈜엠이시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,전면마스크,EA,4
㈜엠이시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,반면형마스크,EA,5
㈜엠이시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,보호장화,EA,5
㈜엠이시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,보호장갑,EA,10
㈜엠이시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,보안경,EA,5
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,소방차,대,2
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,구급차,대,1
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,트럭,대,1
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,오일휀스(해양),EA,43
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,오일휀스(하천),EA,1
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,가스감지기,EA,8
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,내산복,EA,73
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,화학복,EA,7
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,공기통마스크,EA,57
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,양수기,EA,2
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,모래주머니,EA,200
