갈래,업체명,권역,시도,시군구,주소,대표전화,허가현황,처리가능폐기물,보유장비,자료출처
수집·운반,건화상사,경상권역,경상북도,구미시,경상북도 구미시 왕산로5길 14-7 (임은동),054-465-4151,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 3대,03 지자체 관할 폐기물·중장비 업체
수집·운반,경북환경에너지주식회사,경상권역,경상북도,구미시,경북 구미시 4공단로 44,054-475-4141,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 중간처분업 · 처리방법 소각 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,경안환경,경상권역,경상북도,구미시,경상북도 구미시 산동읍 임천인덕로 188,054-472-5260,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,금강물류(주) 상주영업소,경상권역,경상북도,상주시,경상북도 상주시 공검면 경상대로 4256-17,054-541-4412,폐기물 수집·운반업체 (구미센터 관할),"폐합성수지류, 사업장페기물 소각시설 바닥재 등",밀폐식차량 4대,03 지자체 관할 폐기물·중장비 업체
수집·운반,금강환경(주),경상권역,경상북도,포항시,경북 포항시 남구 연일읍 남성길1번길 66,054-285-9277,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"지정폐기물(액,고상)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,금오 리싸이클,경상권역,경상북도,구미시,경북 구미시 도량동810-5,054-455-4414,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,금오환경,경상권역,경상북도,구미시,경상북도 구미시 고아읍 포아로 570,054-456-0090,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 3대,03 지자체 관할 폐기물·중장비 업체
수집·운반,금오환경개발,경상권역,경상북도,칠곡군,경북 칠곡군 약목면 관호리117번지,054-975-1456,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,남경자원,경상권역,경상북도,구미시,경상북도 구미시 고아읍 선산대로 736,,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,남문개발주식회사,경상권역,경상북도,고령군,경북 고령군 우곡면 사촌리491-1 (우곡로 1156),054-956-0214,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),지정폐기물(고상),,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,녹색자원,경상권역,경상북도,김천시,경상북도 김천시 신기3길 4-1 (신음동),,폐기물 수집·운반업체 (구미센터 관할),그 밖의 폐섬유,밀폐식차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,대가환경기술,경상권역,경상북도,성주군,경북 성주군 대가면 참별로 2152,053-588-2500,폐기물 수집·운반업체 (구미센터 관할),폐합성수지 등,밀폐형덮개설치차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,대경씨엔,경상권역,경상북도,경산시,경북 경산시 압량면 신월리330번지,053-817-0791,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"액상(폐유, 폐유기용제, 폐페인트 및 폐락카, 폐농약, 폐산, 폐알칼리,PCBs 함유 폐기물정오니), 고상(폐유, 폐유기용제, 폐페인트 및 폐락카, 공정오니, 폐농약, 광재, 분진,폐주물사 및 폐사, 소각재, 폐촉매 폐흡착제 및 폐흡수제)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,대광(주),경상권역,경상북도,구미시,경상북도 구미시 고아읍 원대로 82,,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,대구의료공사,경상권역,경상북도,영천시,경북 영천시 대전강변길 55,054-338-0404,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,대금환경,경상권역,경상북도,영천시,경북 영천시 금호읍 삼호리 82-4,054-335-1577,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,대산자원,경상권역,경상북도,구미시,경상북도 구미시 고아읍 이례로 24-1,,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 3대,03 지자체 관할 폐기물·중장비 업체
수집·운반,대신환경,경상권역,경상북도,구미시,"경상북도 구미시 인동48길 33-49, 문화빌 102호",054-474-1723,수집운반업 (구미센터 관할) / 폐기물 수집·운반업체 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,대영산업,경상권역,경상북도,구미시,경상북도 구미시 산동읍 성림길 35-8,,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,대영환경(주),경상권역,경상북도,포항시,경북 포항시 남구 오천읍 문덕서로 155,054-293-5515,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"(고상)분진,소각재,폐수처리오니,폐페인트,폐주물사,폐유,폐석면,광재,폐사,공정오니,폐유기용제, 폐농약, 폐내화물, 폐유독물, 폐흡착제, 폐알칼리, 폴리클로리네이티드비페닐(PCBs)함유폐기물(PCBs 함유 폐변압기, 폐축전지, 폐안정기를 원형 그대로 배출할 경우), 폐촉매, 폐락카 / (액상)폐농약, 폐산, 폐알칼리, 폐유기용제. 폐페인트, 폐유독물, 폐유, 폐락카",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,동방환경산업(주),경상권역,경상북도,안동시,경북 안동시 수하동 797-30,054-859-7979,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),폐석면,,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,동일환경(주),경상권역,경상북도,포항시,경북 포항시 남구 연일읍연일로 342-36,054-286-0079,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"지정폐기물(고상, 액상)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,매일환경(주),경상권역,경상북도,포항시,경북 포항시 남구 오천읍 문덕리 585-5,054-292-5677,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"액상(폐유기용제, 폐페인트 및 페락카, 폐유), 고상(폐수처리오니, 공정오니, 폐주물사 및 폐사, 폐흡착제 및 폐흡수제, 폐페인트  및 폐락카, 폐유, 폐석면)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,명품자원,경상권역,경상북도,김천시,경상북도 김천시 봉산면 봉산1로 213,054-439-0093,폐기물 수집·운반업체 (구미센터 관할),사업장배출시설계폐기물,집게차 1대,03 지자체 관할 폐기물·중장비 업체
수집·운반,모든자원,경상권역,경상북도,구미시,경상북도 구미시 해평면 강동로 1248-38,054-471-6994,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,모아모아환경,경상권역,경상북도,경주시,경북 경주시 천북면 신당소티고개길 54-16(신당리),054-777-7070,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,무진종합상사,경상권역,경상북도,김천시,경상북도 김천시 아포읍 야리길 36-15,,폐기물 수집·운반업체 (구미센터 관할),사업장배출시설계폐기물,기계식상차장치부착차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,문성환경,경상권역,경상북도,구미시,경상북도 구미시 산동읍 임천인덕로 178-5,,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,범성환경,경상권역,경상북도,구미시,경상북도 구미시 구미중앙로42길 5-66 (송정동),,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 6대,03 지자체 관할 폐기물·중장비 업체
수집·운반,부자자원,경상권역,경상북도,구미시,경상북도 구미시 야은로7길 20-47 (부곡동),,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,사회복지법인 행복한사람들,경상권역,경상북도,칠곡군,경북 칠곡군 왜관읍 중앙로12길 19-1 3층,054-974-3030,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 종합 재활용업 · 처리방법 재활용 / 종합재활용 (대구지방환경청),"절연유 PCBs 농도가 2㎎/L 미만 함유된 폐변압기, 폐유가 5% 이상 함유된 폐베어링 및 폐용접기",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,삼성석면환경(주),경상권역,경상북도,안동시,경북 안동시 서후면 풍산태사로 2671,054-859-1138,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"지정폐기물 고상(오니류, 광재, 분진, 소각재. 폐유, 폐석면)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,삼성환경,경상권역,경상북도,구미시,경상북도 구미시 고아읍 선산대로 1059-3,,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 3대,03 지자체 관할 폐기물·중장비 업체
수집·운반,선일에코,경상권역,경상북도,구미시,"경상북도 구미시 박정희로9길 13-1, 202호",,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,성경환경,경상권역,경상북도,김천시,경상북도 김천시 농소면 농남로 412,054-436-7747,폐기물 수집·운반업체 (구미센터 관할),사업장배출시설계폐기물,기계식상차장치부착차량 4대,03 지자체 관할 폐기물·중장비 업체
수집·운반,성진환경,경상권역,경상북도,경산시,경북 경산시 자인면 자인공단4로 6,053-857-3305,수집운반 (대구지방환경청),지정폐기물(액상),,13 지정폐기물 처리업체(대구청)
수집·운반,성진환경(운반),경상권역,경상북도,경산시,경북 경산시 자인면 자인공단4로 6,053-857-3305,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,세일환경유통,경상권역,경상북도,칠곡군,경북 칠곡군 약목면 교8길 113-20,054-975-3100,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 종합재활용 (대구지방환경청) / 수집운반 (대구지방환경청),"폐유(폐오일휠터, 기름걸레, 장갑 등)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,세정하이테크(주),경상권역,경상북도,구미시,경상북도 구미시 고아읍 선산대로 556-32,054-476-6456,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 3대,03 지자체 관할 폐기물·중장비 업체
수집·운반,세화환경,경상권역,경상북도,영천시,경북 영천시 금호읍 칠백로 736,054-332-7403,수집운반 (대구지방환경청),"지정폐기물(고상)[오니류, 폐페인트 및 폐락카, 폐유], 지정폐기물(액상)[폐유기용제, 폐페인트 및 폐락카, 폐유]",,13 지정폐기물 처리업체(대구청)
수집·운반,숙기수지,경상권역,경상북도,김천시,경상북도 김천시 남면 농남로 912-3,,폐기물 수집·운반업체 (구미센터 관할),사업장배출시설계폐기물,기계식상차장치부착차량 1대,03 지자체 관할 폐기물·중장비 업체
수집·운반,시원환경(주),경상권역,경상북도,울진군,경북 울진군 북면 나곡리647-1,054-783-6441,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"폐유, 폐페인트 및 폐래커, 분진, 소각재, 폐흡착제, 공정오니, 폐수오니, 폐촉매, 폐유기용제, 폐농약, 폐산, 폐알칼리, 광재, 안정화 또는 고형화처리물, 그밖의 폐기물",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,신성유통,경상권역,경상북도,영천시,경북 영천시 금호읍 오계리65-2,054-332-3402,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"지정폐기물(액,고상)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,신아물류(주),경상권역,경상북도,영천시,경북 영천시 대창면 금박로 776-10,053-965-6691,수집운반 (대구지방환경청),지정폐기물(고상),,13 지정폐기물 처리업체(대구청)
수집·운반,신영환경,경상권역,경상북도,김천시,경상북도 김천시 남면 주천로 1501-6,,폐기물 수집·운반업체 (구미센터 관할),사업장생활계폐기물,암롤트럭 1대,03 지자체 관할 폐기물·중장비 업체
수집·운반,신원환경(주),경상권역,경상북도,김천시,경상북도 김천시 평화12길 16\_ 1층 (평화동),,폐기물 수집·운반업체 (구미센터 관할),폐수처리오니 / 영농폐기물(농업활동 과정에서 배출된 농업용 폐플라스틱 필름ㆍ시트류에 한정한다) 폐수처리오니 등,암롤트럭 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,아성환경,경상권역,경상북도,구미시,경상북도 구미시 고아읍 선산대로 512,054-457-9689,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,에버그린,경상권역,경상북도,경산시,경북 경산시 자인면 남촌2길 9-1(교촌리),053-856-0633,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,에버크린,경상권역,경상북도,구미시,"경상북도 구미시 3공단1로 302-7, 구미공구상가 4동 211호 (임수동)",054-471-1960,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,에이스환경산업,경상권역,경상북도,경산시,경북 경산시 자인면 서원천로 18(옥천리),053-851-6166,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,에이치에스씨케미칼,경상권역,경상북도,구미시,경북 구미시 신동180-1,0544711006,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,에이치에스씨케미칼(구.HSC케미칼),경상권역,경상북도,칠곡군,경북 칠곡군 석적읍 동중리1길 79 (중리),054-471-1006,수집운반 (대구지방환경청),폐염산(액상),,13 지정폐기물 처리업체(대구청)
수집·운반,에코의료환경,경상권역,경상북도,포항시,"경북 포항시 북구 새마을로 71, 301호",054-253-8272,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,에코탑,경상권역,경상북도,구미시,경북 구미시 4공단로 16길 18,054-472-5193,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,영동위생,경상권역,경상북도,울진군,경북 울진군 울진읍 읍내8길 27,054-783-8345,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,영포위생,경상권역,경상북도,포항시,"경북 포항시 남구 희망대로 751(상도동), 3층",054-281-0989,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,일성산업,경상권역,경상북도,영천시,경상북도 영천시 대창면 금창로 451-140,054-334-1900,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"(액상)폐유기용제, 폐페인트 및  폐락카, 폐유, 폐산, 폐알칼리, 폐광물유, 폐유독물질/ (고상)폐수처리오니, 공정오니, 폐주물사 및 폐사, 폐흡착제 및 폐흡수제, 폐페인트 및 폐락카, 폐유, 폐석면, 폐합성고분자화합물, 폐유기용제, 폐농약, 광재, 분진, 폐내화물 및 폐도자기 조각, 소각재, 안정화 또는 고형화·고화처리물, 폐촉매, 폐광물유, 폐유독물질",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,전원환경 주식회사,경상권역,경상북도,구미시,"경상북도 구미시 수출대로 523, 301호 (황상동)",054-474-5001,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,제일클린,경상권역,경상북도,상주시,경북 상주시 함창읍 함창로 379,054-532-3112,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,주식회사 건협,경상권역,경상북도,경산시,경북 경산시 진량읍 평사리120,053-856-0340,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 종합 재활용업 · 처리방법 재활용 / 수집운반 (대구지방환경청),"지정폐기물(액,고상)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,주식회사 그린다,경상권역,경상북도,경주시,경북 경주시 서면 갠버불길 98,054-0802-5464,수집운반 (대구지방환경청),"지정폐기물(고상)[지정폐기물 고상[폐합성고분자화합물, 오니류, 광재, 분진, 폐주물사 및 폐사, 폐내화물 및 폐도자기 조각, 폐페인트 및 폐락카, 폐유, 폐석면]]",,13 지정폐기물 처리업체(대구청)
수집·운반,주식회사 대금,경상권역,경상북도,영천시,경북 영천시 고경면 호국로 1516-81,,수집운반 (대구지방환경청),"지정폐기물[고상(오니류, 광재, 분진, 폐내화물, 소각재, 폐석면, 그 밖의 폐합성고분자화합물, 폐황산이 포함된 2차폐축전지, 폐유성 페인트, 폐수성페인트, 그 밖의 폐광물유, 그 밖의 폐유기용제, 폐흡착제)]",,13 지정폐기물 처리업체(대구청)
수집·운반,주식회사 지에스아이,경상권역,경상북도,경산시,경북 경산시 와촌면 금송로87길 44,054-336-7227,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"지정폐기물 액상(폐유, 폐유기용제, 폐페인트, 폐락카, 폐산, 폐알칼리, 폐합성고분자화합물, 폐유독물, 폐농약, 광재)
고상(폐수처리오니, 폐유, 폐농약, 공정오니, 분진, 폐페인트, 폐락카, 폐석면, 폐주물사 및 폐사, 소각재, 폐촉매, 폐내화물 및 도자기조각, 폐흡착제 및 폐흡수제, 안정화 또는 고형화 처리물, 폐산, 폐알칼리, 폐유기용제, 폐유독물)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,주식회사 티앤에스(지점),경상권역,경상북도,구미시,"경상북도 구미시 1공단로10길 53-24, 2층 (공단동)",054-800-8070,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 29대,03 지자체 관할 폐기물·중장비 업체
수집·운반,주식회사 현대유앤아이,경상권역,경상북도,경산시,"경북 경산시 하양읍 하양로34, 2층 비-04호",053-781-7667,수집운반 (대구지방환경청),지정폐기물(액상),,13 지정폐기물 처리업체(대구청)
수집·운반,주식회사 화신,경상권역,경상북도,구미시,"경상북도 구미시 봉곡서로11길 19, 102호 (봉곡동)",054-476-6316,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,주은산업(주),경상권역,경상북도,구미시,경북 구미시 산동면 성수4길 15,054-474-5063,수집운반 (대구지방환경청),"지정폐기물(고상) : 폐합성고분자화합물,오니류,소각재,폐유,폐석면,폐유기용제,폐페인트,폐락카,분진",,13 지정폐기물 처리업체(대구청)
수집·운반,주은산업(주)-지정,경상권역,경상북도,구미시,경북 구미시 산동면성수4길 15,054-474-5063,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,초림환경(주),경상권역,경상북도,구미시,경상북도 구미시 송동로 42-53 (도량동),,폐기물 수집·운반업체 (구미센터 관할),폐합성수지류(폐염화비닐수지류는 제외한다) / 폐합성고무류 등,밀폐식차량 1대,03 지자체 관할 폐기물·중장비 업체
수집·운반,파란환경,경상권역,경상북도,경산시,경북 경산시 진량읍 평사3길 35-2,053-981-2733,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,한빛에너지(주),경상권역,경상북도,경산시,경북 경산시 자인면 한장군로 480,053-854-4747,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 종합 재활용업 · 처리방법 재활용 / 종합재활용 (대구지방환경청) / 수집운반 (대구지방환경청),폐유(액상),,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,한일정유(주),경상권역,경상북도,경산시,경북 경산시 자인면 자인공단로 50 (북사리 1087-8),053-856-8672,종합 재활용업 · 처리방법 재활용 / 수집운반 (대구지방환경청),"지정폐기물(액상) : 오니류(폐수처리오니, 공정오니), 폐농약, 폐산, 폐알칼리, 폐유기용제(할로겐족, 그 밖의 폐유기용제), 폐페인트 및 폐래커, 폐유, 폴리클로리네이티드비페닐 함유 폐기물, 폐유독물
지정폐기물(고상) : 오니류(폐수처리오니, 공정오니), 폐농약, 폐산, 폐알칼리, 광재, 분진, 폐주물사 및 샌드블라스트폐사, 폐내화물 및 재벌구이 전에 유약을 바른 도자기 조각, 소각재, 안정화 또는 고형화·고화 처리물, 폐촉매, 폐흡착제 및 폐흡수제, 폐유기용제(할로겐족, 그 밖의 폐유기용제), 폐페인트 및 폐래커, 폐유, 폐석면, 폴리클로리네이티드비페닐 함유폐기물, 폐유독물",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,한일정유(주)(운반),경상권역,경상북도,경산시,경상북도 경산시 자인면 자인 공단로 50,053-856-8672,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,해평농산,경상권역,경상북도,구미시,경상북도 구미시 장천면 심곡1길 92,,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 4대,03 지자체 관할 폐기물·중장비 업체
수집·운반,현대환경(주),경상권역,경상북도,영주시,경북 영주시 적서공단로 204,054-632-2626,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,혜원자원,경상권역,경상북도,구미시,경상북도 구미시 4공단로 172-8 (구포동),054-471-4009,수집운반업 (구미센터 관할),배출시설계폐기물,수집운반차량 4대,03 지자체 관할 폐기물·중장비 업체
수집·운반,호경산업,경상권역,경상북도,경산시,경북 경산시 진량읍 두인길 9,053-851-0731,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 종합 재활용업 · 처리방법 재활용 / 종합재활용 (대구지방환경청) / 수집운반 (대구지방환경청),"폐산(폐염산, 폐황산, 기타폐산)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,홍익산업,경상권역,경상북도,군위군,경북 군위군 중앙길 51,054-383-1992,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)강동환경,경상권역,대구광역시,동구,대구 동구 괴전동159-2,053-965-3006,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),지정폐기물(고상) : 폐석면,,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)녹색환경산업사,경상권역,대구광역시,동구,대구 동구 공항로31길 9-7,053-424-8271,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)삼우환경,경상권역,대구광역시,동구,대구 동구 괴전동323-2,053-964-2504,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),폐석면,,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)서광기업,경상권역,대구광역시,달서구,대구 달서구 장동15,053-584-9100,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),지정폐기물(고상),,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)세명유니온,경상권역,대구광역시,달성군,대구시 달성군 논공읍 노이1길 26,053-616-1337,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,(주)에버메디,경상권역,대구광역시,달서구,"대구 달서구 문화회관길 145(장기동), 2층",053-585-0873,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,(주)태경환경,경상권역,대구광역시,북구,대구 북구 복현동366-4,053-958-9595,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"폐석면,오니류,폐광재,분진,소각재,폐유,폐페인트,폐유기용제,폐내화물,폐흡착제",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,(주)환경코리아,경상권역,대구광역시,서구,대구 서구 국채보상로7길 42-7,053-568-3060,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 중간처분업 · 처리방법 기타 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,㈜대경메디,경상권역,대구광역시,달성군,대구 달성군 논공읍 금포로 65(금포리),053-611-7464,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,㈜소올환경,경상권역,대구광역시,중구,"대구 중구 중앙대로 440-2, 4층",053-762-1038,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,㈜스트레이트,경상권역,대구광역시,수성구,대구시 수성구 달구벌대로489길 26(범어동),053-759-4142,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,㈜에스엠환경개발,경상권역,대구광역시,달성군,대구 달성군 화원읍 성암로16-40,053-631-2995,수집운반 (대구지방환경청),지정폐기물(고상),,13 지정폐기물 처리업체(대구청)
수집·운반,㈜참별환경,경상권역,대구광역시,달성군,"대구 달성군 논공읍 상리 475-2 (우편주소 상이, 메모확인 요망)",053-267-9901,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,광명그린텍(주),경상권역,대구광역시,북구,대구시 북구 검단로 199(검단동),053-381-7587,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,대경환경,경상권역,대구광역시,동구,대구 동구 용계동 931,053-964-0437,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청,,,14 폐기물처리업체 전국취합
수집·운반,대구환경,경상권역,대구광역시,달성군,대구광역시 달성군 다사읍 서재로14길 28,053-593-0030,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 수집운반 (대구지방환경청),"폐유, 폐유기용제, 폐산, 폐알칼리, 폐합성고분자화합물(액상)",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,대신테크,경상권역,대구광역시,북구,대구 북구 팔달북로8길 82-11,053-359-0610,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 중간처분업 · 처리방법 기타 · 대구지방환경청 / 종합 재활용업 · 처리방법 재활용 / 중간재활용 (대구지방환경청),폐변압기(절연유 PCBs 농도가 2㎎/L 미만 함유),,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
수집·운반,디디에스메디크린,경상권역,대구광역시,북구,대구 북구 대불서길 56-3(산격동),,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,성화㈜,경상권역,대구광역시,달서구,대구 달서구 장기로 374(장기동),053-611-4785,의료수집운반 (대구지방환경청),의료폐기물,,13 지정폐기물 처리업체(대구청)
수집·운반,신성비철산업,경상권역,대구광역시,동구,대구 동구 안심로65길 10,053-963-8877,수집·운반업 · 처리방법 수집·운반 · 대구지방환경청 / 중간처분업 · 처리방법 기타 · 대구지방환경청 / 종합 재활용업 · 처리방법 재활용 / 종합재활용 (대구지방환경청) / 수집운반 (대구지방환경청) / 중간처분 (대구지방환경청),"절연유의 PCBs 농도가 2㎎/L 미만 함유된 폐변압기, 폐유가 5% 이상 묻은 폐콘덴서
절연유의 PCBs 농도가 2㎎/ℓ 미만 함유된 OF케이블류",,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
